article_id,source_id,source_name,author,title,description,url,url_to_image,published_at,full_content,category
87784,,The Punch,Our Reporters,14-year-old house-help arrested for alleged killing of FUTMinna lecturer,"The Niger State Police Command has arrested the prime suspect in the killing of a Federal University of Technology Minna lecturer, Dr Fumilola Adefolalu. Police investigation showed that the deceased’s 14-year-old househelp, Joy Afekafe, carried out the attac…",https://punchng.com/14-year-old-house-help-arrested-for-alleged-killing-of-futminna-lecturer/,https://cdn.punchng.com/wp-content/uploads/2023/01/14205929/A-NIGERIAN-POLICE-OFFICER.jpg,2023-10-31 16:43:38.000000,"The Niger State Police Command has arrested the prime suspect in the killing of a Federal University of Technology Minna lecturer, Dr Fumilola Adefolalu.Police investigation showed that the deceased’s 14-year-old househelp, Joy Afekafe, carried out the attack with her classmates, Walex and Smart who are on the run.The state Police Public Relations Officer, Wasiu Abiodun, disclosed this on Tuesday in a statement.He added that effort was ongoing to arrest the fleeing suspects.Some friends and church members of Adefolalu visited her residence in Gbaiko Area of Minna on October 10, 2023,However, on getting to the house, the visitors met her lying in a pool of blood with marks of injury on her body.“Police operatives attached to Bosso Division visited the scene and two bloodstained knives suspected to have been used to stab her by unknown person(s) were recovered from the scene. The body was taken to the IBB Hospital, Minna where she was confirmed dead,” Abiodun said.Related NewsOgun police arrest two for stealing cement truckRadda points the road to state policingPolice bust Anambra brothel rescue 20 under-aged girlsAccording to the police, an investigation led to the arrest of the deceased’s housemaid, Afekafe, on October 30, 2023, around 9pm at a residence within Gbeganu area of Minna.The statement read,  “During interrogation, the suspect confessed that she served as the deceased’s housemaid for about three weeks, and she was laid off due to her misdeed in the house.“After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” Police investigation showed that the deceased’s 14-year-old househelp, Joy Afekafe, carried out the attack with her classmates, Walex and Smart who are on the run.The state Police Public Relations Officer, Wasiu Abiodun, disclosed this on Tuesday in a statement.He added that effort was ongoing to arrest the fleeing suspects.Some friends and church members of Adefolalu visited her residence in Gbaiko Area of Minna on October 10, 2023,However, on getting to the house, the visitors met her lying in a pool of blood with marks of injury on her body.“Police operatives attached to Bosso Division visited the scene and two bloodstained knives suspected to have been used to stab her by unknown person(s) were recovered from the scene. The body was taken to the IBB Hospital, Minna where she was confirmed dead,” Abiodun said.Related NewsOgun police arrest two for stealing cement truckRadda points the road to state policingPolice bust Anambra brothel rescue 20 under-aged girlsAccording to the police, an investigation led to the arrest of the deceased’s housemaid, Afekafe, on October 30, 2023, around 9pm at a residence within Gbeganu area of Minna.The statement read,  “During interrogation, the suspect confessed that she served as the deceased’s housemaid for about three weeks, and she was laid off due to her misdeed in the house.“After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” The state Police Public Relations Officer, Wasiu Abiodun, disclosed this on Tuesday in a statement.He added that effort was ongoing to arrest the fleeing suspects.Some friends and church members of Adefolalu visited her residence in Gbaiko Area of Minna on October 10, 2023,However, on getting to the house, the visitors met her lying in a pool of blood with marks of injury on her body.“Police operatives attached to Bosso Division visited the scene and two bloodstained knives suspected to have been used to stab her by unknown person(s) were recovered from the scene. The body was taken to the IBB Hospital, Minna where she was confirmed dead,” Abiodun said.Related NewsOgun police arrest two for stealing cement truckRadda points the road to state policingPolice bust Anambra brothel rescue 20 under-aged girlsAccording to the police, an investigation led to the arrest of the deceased’s housemaid, Afekafe, on October 30, 2023, around 9pm at a residence within Gbeganu area of Minna.The statement read,  “During interrogation, the suspect confessed that she served as the deceased’s housemaid for about three weeks, and she was laid off due to her misdeed in the house.“After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” He added that effort was ongoing to arrest the fleeing suspects.Some friends and church members of Adefolalu visited her residence in Gbaiko Area of Minna on October 10, 2023,However, on getting to the house, the visitors met her lying in a pool of blood with marks of injury on her body.“Police operatives attached to Bosso Division visited the scene and two bloodstained knives suspected to have been used to stab her by unknown person(s) were recovered from the scene. The body was taken to the IBB Hospital, Minna where she was confirmed dead,” Abiodun said.Related NewsOgun police arrest two for stealing cement truckRadda points the road to state policingPolice bust Anambra brothel rescue 20 under-aged girlsAccording to the police, an investigation led to the arrest of the deceased’s housemaid, Afekafe, on October 30, 2023, around 9pm at a residence within Gbeganu area of Minna.The statement read,  “During interrogation, the suspect confessed that she served as the deceased’s housemaid for about three weeks, and she was laid off due to her misdeed in the house.“After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” Some friends and church members of Adefolalu visited her residence in Gbaiko Area of Minna on October 10, 2023,However, on getting to the house, the visitors met her lying in a pool of blood with marks of injury on her body.“Police operatives attached to Bosso Division visited the scene and two bloodstained knives suspected to have been used to stab her by unknown person(s) were recovered from the scene. The body was taken to the IBB Hospital, Minna where she was confirmed dead,” Abiodun said.Related NewsOgun police arrest two for stealing cement truckRadda points the road to state policingPolice bust Anambra brothel rescue 20 under-aged girlsAccording to the police, an investigation led to the arrest of the deceased’s housemaid, Afekafe, on October 30, 2023, around 9pm at a residence within Gbeganu area of Minna.The statement read,  “During interrogation, the suspect confessed that she served as the deceased’s housemaid for about three weeks, and she was laid off due to her misdeed in the house.“After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” However, on getting to the house, the visitors met her lying in a pool of blood with marks of injury on her body.“Police operatives attached to Bosso Division visited the scene and two bloodstained knives suspected to have been used to stab her by unknown person(s) were recovered from the scene. The body was taken to the IBB Hospital, Minna where she was confirmed dead,” Abiodun said.Related NewsOgun police arrest two for stealing cement truckRadda points the road to state policingPolice bust Anambra brothel rescue 20 under-aged girlsAccording to the police, an investigation led to the arrest of the deceased’s housemaid, Afekafe, on October 30, 2023, around 9pm at a residence within Gbeganu area of Minna.The statement read,  “During interrogation, the suspect confessed that she served as the deceased’s housemaid for about three weeks, and she was laid off due to her misdeed in the house.“After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” “Police operatives attached to Bosso Division visited the scene and two bloodstained knives suspected to have been used to stab her by unknown person(s) were recovered from the scene. The body was taken to the IBB Hospital, Minna where she was confirmed dead,” Abiodun said.Related NewsOgun police arrest two for stealing cement truckRadda points the road to state policingPolice bust Anambra brothel rescue 20 under-aged girlsAccording to the police, an investigation led to the arrest of the deceased’s housemaid, Afekafe, on October 30, 2023, around 9pm at a residence within Gbeganu area of Minna.The statement read,  “During interrogation, the suspect confessed that she served as the deceased’s housemaid for about three weeks, and she was laid off due to her misdeed in the house.“After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” According to the police, an investigation led to the arrest of the deceased’s housemaid, Afekafe, on October 30, 2023, around 9pm at a residence within Gbeganu area of Minna.The statement read,  “During interrogation, the suspect confessed that she served as the deceased’s housemaid for about three weeks, and she was laid off due to her misdeed in the house.“After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” The statement read,  “During interrogation, the suspect confessed that she served as the deceased’s housemaid for about three weeks, and she was laid off due to her misdeed in the house.“After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” “After she was laid off, she met her classmates called Walex and Smart, narrated her ordeal to them and conspired to attack the lecturer at her residence.“Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” “Afekafe said they went to the lecturer’s residence on October 28, 2023, around 1600hrs, with a motorcycle and she surfaced at the gate, while the lecturer opened the gate for her.“Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” “Walex and Smart later entered, beat and hit the lecturer’s head with a stool and stabbed her with a knife brought by Walex while Smart took another knife from the kitchen, and stabbed her severally.”Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” Abiodun stated, “She (Afekafe) said the deceased’s phone and laptop were taken away, while they also removed the battery of the vehicle parked in the compound and fled the scene.“The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.” “The suspect will be transferred to SCID for further investigation and diligent prosecution, while effort is ongoing to arrest the fleeing other suspects.”",Education
88103,,Atlas Obscura,Andrew Coletti,"Celebrating the Food of West Africa, Vegan-Style","THIS ARTICLE IS ADAPTED FROM THE OCTOBER 28, 2023, EDITION OF GASTRO OBSCURA’S FAVORITE THINGS NEWSLETTER. YOU CAN SIGN UP HERE.
As some of West Africa’s many cuisines gain international recognition, chefs, cookbook authors, and food vloggers from the region …",https://www.atlasobscura.com/articles/vegan-west-african-food,https://img.atlasobscura.com/OKLEtVWUmezrhixKC8iWWjM94DFad3lHXzocCczEd88/rt:fit/w:600/q:81/sm:1/scp:1/ar:1/aHR0cHM6Ly9hdGxh/cy1kZXYuczMuYW1h/em9uYXdzLmNvbS91/cGxvYWRzL2Fzc2V0/cy84MGFiOGIwZS0w/NmExLTQyZTItODk0/ZC1lMGRhN2U3ODk0/ZmRhNTJlZGQ5NTE5/ODRkNDA5ZWJfSU1H/XzQ1MjguSlBH.jpg,2023-10-31 17:00:00.000000,"THIS ARTICLE IS ADAPTED FROM THE OCTOBER 28, 2023, EDITION OF GASTRO OBSCURA’S FAVORITE THINGS NEWSLETTER. YOU CAN SIGN UP HERE.
As some of West Africa’s many cuisines gain international recognition… [+16252 chars]",Food
87443,,Biztoc.com,investors.com,"Stock Of The Day Flashes Buy Signal As Earnings Spike 1,000%","is Tuesday's IBD Stock Of The Day, as the uranium exploration and mining outfit reported better-than-expected third-quarter earnings and increased its full-year revenue outlook even as Q3 sales missed projections. CCJ shares surged Tuesday. The Canada-based c…",https://biztoc.com/x/23152ddd31a5e49d,https://c.biztoc.com/p/23152ddd31a5e49d/s.webp,2023-10-31 17:30:09.000000,"is Tuesday's IBD Stock Of The Day, as the uranium exploration and mining outfit reported better-than-expected third-quarter earnings and increased its full-year revenue outlook even as Q3 sales misse… [+280 chars]",Business
88655,bbc-news,BBC News,,Watch: Scotland v Netherlands in Women's Nations League,Scotland seek their first win in Women's Nations League as they host the Netherlands.,https://www.bbc.co.uk/sport/live/football/67258241,https:////m.files.bbci.co.uk/modules/bbc-morph-sport-seo-meta/1.23.3/images/bbc-sport-logo.png,2023-10-31 17:46:47.000000,"Let's hope it's not a scary night for Scotland, eh?
We've got you covered with part two of a Dutch double-header, as Pedro Martinez Losa's side look to give themselves a better account of themselves… [+283 chars]",Sports
87427,,Phys.Org,Science X,Study calls for better inclusion of women in environmental decision making in Nigeria,"A study has shed light on the critical importance of women's participation in environmental decision-making processes, particularly in regions where it poses a significant threat to livelihoods and well-being.",https://phys.org/news/2023-10-inclusion-women-environmental-decision-nigeria.html,https://scx2.b-cdn.net/gfx/news/hires/2023/study-calls-for-better.jpg,2023-10-31 18:01:03.000000,"A study has shed light on the critical importance of women's participation in environmental decision-making processes, particularly in regions where it poses a significant threat to livelihoods and well-being.Despite being disproportionately affected by the loss of natural resources, women in the Niger Delta region of Nigeria are often excluded from efforts to improve the landscape.A new paper,publishedinEnvironmental Management, examines the challenges and opportunities experienced by women in the Ogoni contaminated land remediation project, one of the areas most affected by oil spills.It found women involved in farming and fishing—vital activities in the Niger Delta—face increased vulnerability to contaminated land,food insecurity, and conflicts driven by the loss of environment. But they are not included in environmental decision-making that could ultimately improve their circumstances.The findings suggest that a lack of trust and confidence in the drivers of these processes can significantly affect women's participation in management. Cultural beliefs and practices also affect their involvement, and even when they are included, their roles are informal or insignificant.Lead author, Dr. Kabari Sam from the School of Environment, Geography and Geosciences at the University of Portsmouth, said, ""Greater involvement of women is globally believed to enhance environmental management outcomes.""In developing countries, they engage and interact with the environment daily because typically they're responsible for agriculture. As a result, women understand threats of a compromised soil, and the potential impacts on people's health.""By addressing the barriers that currently impact women's participation in the Niger Delta, we can create a more sustainable and equitable future for not only those living in that area, but also regions with similar cultures.""The researchers interviewed 400 people, including women, lawmakers, policymakers, regulators, civil society organizations, environmental management practitioners, and government agents.Almost all respondents (98%) said they were not satisfied with the current level of women participation in the clean-up process. The majority noted that women were not engaged as contractors (99%), or employed at sites being cleaned (86%).One woman said, ""Ever since this clean-up started, women have not been given any consideration. We are the ones that can no longer go and farm, we are the ones that can no longer take care of our families.""The paper suggests several strategies to enhance women's involvement, including creating platforms for capacity building, developing gender policies, adapting appropriate communication strategies, initiating women's networks, and strengthening social cohesion.""Our findings further cement the crucial role women play inenvironmental management,"" added Dr. Sam.""What we need to see is a shift in decision-making processes to ensure that their contributions are recognized and integrated. Women's involvement shouldn't just be participation, it needs to go a step further so that they can have a meaningful influence on environmental outcomes in their home region.""In conclusion, the paper emphasizes the need for inclusive decision-making from a multi-level policy perspective, starting with organizations like theHydrocarbon Pollution Remediation Project (HYPREP)and extending to government bodies at all levels.",Education
87744,,POLITICO.eu,Giorgio Leali,Macron pursues nuclear deals in Russia’s back yard,French president hopes to secure uranium supply in Kazakhstan and Uzbekistan.,https://www.politico.eu/article/emmanuel-macron-nuclear-deal-russia-back-yard-kazakhstan-uzbekistan/,"https://www.politico.eu/cdn-cgi/image/width=1200,height=630,fit=crop,quality=80,onerror=redirect/wp-content/uploads/2023/10/31/GettyImages-1753167272-scaled.jpg",2023-10-31 18:01:05.000000,"PARIS French President Emmanuel Macron travels on Wednesday to Kazakhstan and Uzbekistan, where he hopes to secure uranium for his country's nuclear plants. 
The trip comes as geopolitical tensions … [+2590 chars]",Politics
89004,,Theflightdeal.com,The Flight Deal,"American: Phoenix – Amsterdam, Netherlands. $478 (Basic Economy) / $658 (Regular Economy). Roundtrip, including all Taxes",A good sale to Amsterdam. Pricing will vary slightly depending on routingMatrix Airfare Search by ITA Software will price this at $658 (Regular Economy). Use those dates on American should rep,https://www.theflightdeal.com/2023/10/31/american-phoenix-amsterdam-netherlands-478-basic-economy-658-regular-economy-roundtrip-including-all-taxes/,https://www.theflightdeal.com/wp-content/uploads/2017/05/amsterdam_may-640x390.jpg,2023-10-31 18:20:28.000000,"This site is part of an affiliate sales network and receives compensation for sending traffic to partner sites, such as CreditCards.com. This compensation may impact how and where links appear on thi… [+4810 chars]",Business
88553,,Digital Journal,AFP,Tropical storm Pilar causes heavy rains as it scrapes past Central America,"Tropical storm Pilar scraped past Central America Tuesday, causing heavy rains along the Pacific coast but growing less likely to make landfall.  With maximum sustained winds of 50 miles (80 kilometers) per hour, Pilar was slowly moving towards El Salvador, b…",https://www.digitaljournal.com/world/tropical-storm-pilar-causes-heavy-rains-as-it-scrapes-past-central-america/article,https://www.digitaljournal.com/wp-content/uploads/2023/10/33b2839e913d94aa2ad5c986912a46c5f9a34493.jpg,2023-10-31 18:56:06.000000,"Pilar has caused two deaths in El Salvador, with a third missing - Copyright AFP Marvin RECINOS
Tropical storm Pilar scraped past Central America Tuesday, causing heavy rains along the Pacific coast… [+2116 chars]",Environment
87799,,Vox,Li Zhou,What we know about the ongoing hostage crisis in Gaza,Hamas took more than 200 hostages from Israel into Gaza. Here’s what we know.,https://www.vox.com/world-politics/2023/10/31/23940266/israel-palestine-gaza-hamas-hostage-crisis-negotiations-qatar-netanyahu,https://cdn.vox-cdn.com/thumbor/bodL13pg-jcY-BHQ48ONuXpuaX8=/0x358:5000x2976/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25047378/1765549643.jpg,2023-10-31 19:00:00.000000,Pressure is mounting on the Israeli government to find a way to retrieve over 200 hostages currently held by the Palestinian militant group Hamas as the Israeli Defense Forces ground offensive into G… [+18842 chars],Politics
88739,,CNET,Attila Tomaschek,The Best VPN for Streaming in 2023 - CNET,You can bypass geographic restrictions and give yourself access to an entire world of entertainment with one of CNET’s top picks for the best streaming VPNs.,https://www.cnet.com/tech/services-and-software/the-best-vpn-for-streaming/,https://www.cnet.com/a/img/resize/1e84310eb30503e21ad9e93292d6c3d4d8ae71df/hub/2023/08/15/09f0a2e3-4ee9-44ca-a91c-4dafaf4a68bf/gettyimages-1345224671.jpg?auto=webp&fit=crop&height=675&width=1200,2023-10-31 19:00:00.000000,"Virtual private networks offer a variety of benefits that can enhance your online activity. In addition to using VPNs for general privacy purposes, many people use them to stream geographically restr… [+18279 chars]",Technology
